PriceHistoryID,ProductID,EffectiveDate,StandardCost,ListPrice,ChangeReason
PH000029475,P02475,2024-08-17,29.38,38.31,Market Adjustment
PH000029476,P02476,2024-08-24,65.45,81.27,Annual Review
PH000029477,P02477,2024-08-23,28.99,33.35,Market Adjustment
PH000029478,P02478,2024-08-15,67.67,93.29,Annual Review
PH000029479,P02479,2024-08-23,32.19,57.14,Market Adjustment
PH000029480,P02480,2024-08-12,47.25,68.0,Promotion End
PH000029481,P02481,2024-08-08,18.66,28.03,Market Adjustment
PH000029482,P02482,2024-08-17,36.13,51.37,Cost Increase
PH000029483,P02483,2024-08-11,18.8,27.13,Market Adjustment
PH000029484,P02484,2024-08-19,22.73,36.63,Market Adjustment
PH000029485,P02485,2024-08-15,23.49,41.75,Annual Review
PH000029486,P02486,2024-08-11,26.64,38.16,Promotion End
PH000029487,P02487,2024-08-15,61.09,101.2,Market Adjustment
PH000029488,P02488,2024-08-16,21.79,41.35,Promotion End
PH000029489,P02489,2024-08-24,32.82,40.68,Promotion End
PH000029490,P02490,2024-08-11,66.16,79.22,Promotion End
PH000029491,P02491,2024-08-28,46.03,81.6,Promotion End
PH000029492,P02492,2024-08-13,9.19,12.13,Market Adjustment
PH000029493,P02493,2024-08-22,10.79,19.59,Promotion End
PH000029494,P02494,2024-08-17,38.7,51.44,Annual Review
PH000029495,P02495,2024-08-09,20.85,25.98,Annual Review
PH000029496,P02496,2024-08-20,10.28,13.12,Annual Review
PH000029497,P02497,2024-08-08,20.51,24.47,Annual Review
PH000029498,P02498,2024-08-27,41.18,63.44,Market Adjustment
PH000029499,P02499,2024-08-24,23.62,29.98,Promotion End
PH000029500,P02500,2024-08-28,31.18,44.45,Market Adjustment
PH000029501,P02501,2024-08-28,25.14,34.04,Annual Review
PH000029502,P02502,2024-08-24,18.23,22.97,Annual Review
PH000029503,P02503,2024-08-15,35.89,53.66,Cost Increase
PH000029504,P02504,2024-08-24,9.51,14.7,Promotion End
PH000029505,P02505,2024-08-17,17.17,29.23,Market Adjustment
PH000029506,P02506,2024-08-09,53.25,76.71,Market Adjustment
PH000029507,P02507,2024-08-12,11.2,18.45,Market Adjustment
PH000029508,P02508,2024-08-11,37.85,62.79,Promotion End
PH000029509,P02509,2024-08-24,15.6,26.95,Promotion End
PH000029510,P02510,2024-08-12,12.94,16.81,Market Adjustment
PH000029511,P02511,2024-08-27,17.16,25.09,Cost Increase
PH000029512,P02512,2024-08-14,22.92,34.8,Cost Increase
PH000029513,P02513,2024-08-12,22.64,30.14,Promotion End
PH000029514,P02514,2024-08-27,27.35,34.7,Promotion End
PH000029515,P02515,2024-08-09,53.12,88.22,Cost Increase
PH000029516,P02516,2024-08-17,69.54,80.23,Promotion End
PH000029517,P02517,2024-08-18,73.91,122.55,Promotion End
PH000029518,P02518,2024-08-27,62.14,84.51,Market Adjustment
PH000029519,P02519,2024-08-26,48.56,74.98,Promotion End
PH000029520,P02520,2024-08-13,9.38,12.28,Annual Review
PH000029521,P02521,2024-08-18,30.39,44.53,Cost Increase
PH000029522,P02522,2024-08-21,39.14,69.48,Cost Increase
PH000029523,P02523,2024-08-17,6.81,8.17,Market Adjustment
PH000029524,P02524,2024-08-16,56.53,84.5,Cost Increase
PH000029525,P02525,2024-08-26,30.38,37.4,Market Adjustment
PH000029526,P02526,2024-08-08,40.84,60.87,Cost Increase
PH000029527,P02527,2024-08-14,66.38,86.71,Cost Increase
PH000029528,P02528,2024-08-26,30.25,42.99,Cost Increase
PH000029529,P02529,2024-08-12,25.46,35.6,Annual Review
PH000029530,P02530,2024-08-17,32.4,42.72,Cost Increase
PH000029531,P02531,2024-08-13,14.81,25.25,Cost Increase
PH000029532,P02532,2024-08-20,15.35,25.37,Annual Review
PH000029533,P02533,2024-08-23,24.31,34.3,Annual Review
PH000029534,P02534,2024-08-19,6.9,9.94,Promotion End
PH000029535,P02535,2024-08-13,18.53,23.58,Annual Review
PH000029536,P02536,2024-08-12,21.41,29.04,Market Adjustment
PH000029537,P02537,2024-08-26,113.39,186.7,Market Adjustment
PH000029538,P02538,2024-08-27,70.82,108.96,Market Adjustment
PH000029539,P02539,2024-08-18,41.01,62.28,Cost Increase
PH000029540,P02540,2024-08-25,54.57,65.01,Market Adjustment
PH000029541,P02541,2024-08-27,15.35,24.12,Promotion End
PH000029542,P02542,2024-08-09,33.01,40.25,Annual Review
PH000029543,P02543,2024-08-10,49.53,91.28,Annual Review
PH000029544,P02544,2024-08-18,15.25,18.62,Promotion End
PH000029545,P02545,2024-08-10,10.86,13.74,Annual Review
PH000029546,P02546,2024-08-24,37.3,50.92,Annual Review
PH000029547,P02547,2024-08-24,11.89,17.06,Promotion End
PH000029548,P02548,2024-08-08,42.81,70.13,Promotion End
PH000029549,P02549,2024-08-27,64.78,89.04,Market Adjustment
PH000029550,P02550,2024-08-23,15.68,21.77,Annual Review
PH000029551,P02551,2024-08-16,16.58,28.61,Market Adjustment
PH000029552,P02552,2024-08-09,63.29,121.05,Annual Review
PH000029553,P02553,2024-08-16,30.82,39.39,Promotion End
PH000029554,P02554,2024-08-08,55.51,99.42,Annual Review
PH000029555,P02555,2024-08-11,24.84,43.29,Promotion End
PH000029556,P02556,2024-08-23,26.47,30.94,Promotion End
PH000029557,P02557,2024-08-21,29.91,50.8,Annual Review
PH000029558,P02558,2024-08-18,94.34,155.52,Annual Review
PH000029559,P02559,2024-08-10,53.9,66.87,Annual Review
PH000029560,P02560,2024-08-15,18.01,28.6,Promotion End
PH000029561,P02561,2024-08-22,34.61,44.47,Promotion End
PH000029562,P02562,2024-08-27,23.66,29.71,Market Adjustment
PH000029563,P02563,2024-08-13,21.53,34.68,Promotion End
PH000029564,P02564,2024-08-21,41.32,57.72,Promotion End
PH000029565,P02565,2024-08-23,37.16,56.28,Cost Increase
PH000029566,P02566,2024-08-28,15.58,19.29,Cost Increase
PH000029567,P02567,2024-08-19,30.38,48.67,Annual Review
PH000029568,P02568,2024-08-08,20.36,32.61,Annual Review
PH000029569,P02569,2024-08-13,40.64,49.18,Promotion End
PH000029570,P02570,2024-08-14,19.67,25.75,Promotion End
PH000029571,P02571,2024-08-14,26.27,31.75,Cost Increase
PH000029572,P02572,2024-08-12,21.68,32.59,Cost Increase
PH000029573,P02573,2024-08-28,9.48,16.82,Market Adjustment
PH000029574,P02574,2024-08-28,90.49,121.0,Market Adjustment
PH000029575,P02575,2024-08-26,30.06,42.5,Market Adjustment
PH000029576,P02576,2024-08-09,94.23,117.75,Annual Review
PH000029577,P02577,2024-08-19,31.14,41.15,Market Adjustment
PH000029578,P02578,2024-08-20,47.89,68.15,Annual Review
PH000029579,P02579,2024-08-08,19.34,29.28,Market Adjustment
PH000029580,P02580,2024-08-18,19.23,24.9,Cost Increase
PH000029581,P02581,2024-08-15,29.05,45.8,Annual Review
PH000029582,P02582,2024-08-10,92.33,182.19,Cost Increase
PH000029583,P02583,2024-08-18,16.36,23.19,Market Adjustment
PH000029584,P02584,2024-08-19,7.99,10.29,Cost Increase
PH000029585,P02585,2024-08-10,61.36,89.55,Annual Review
PH000029586,P02586,2024-08-21,50.41,81.63,Cost Increase
PH000029587,P02587,2024-08-08,22.24,27.08,Annual Review
PH000029588,P02588,2024-08-26,124.97,174.08,Annual Review
PH000029589,P02589,2024-08-13,131.82,183.99,Market Adjustment
PH000029590,P02590,2024-08-23,8.96,15.7,Promotion End
PH000029591,P02591,2024-08-08,18.79,24.12,Market Adjustment
PH000029592,P02592,2024-08-24,28.24,44.88,Market Adjustment
PH000029593,P02593,2024-08-21,13.99,18.09,Market Adjustment
PH000029594,P02594,2024-08-21,45.8,69.08,Annual Review
PH000029595,P02595,2024-08-24,32.52,56.02,Cost Increase
PH000029596,P02596,2024-08-24,32.05,42.53,Market Adjustment
PH000029597,P02597,2024-08-17,37.43,59.19,Market Adjustment
PH000029598,P02598,2024-08-21,81.59,109.14,Cost Increase
PH000029599,P02599,2024-08-25,32.49,36.83,Promotion End
PH000029600,P02600,2024-08-17,19.88,32.08,Annual Review
PH000029601,P02601,2024-08-22,36.65,53.9,Annual Review
PH000029602,P02602,2024-08-19,15.4,19.87,Cost Increase
PH000029603,P02603,2024-08-13,9.65,12.19,Cost Increase
PH000029604,P02604,2024-08-15,11.01,15.56,Annual Review
PH000029605,P02605,2024-08-27,22.42,40.61,Annual Review
PH000029606,P02606,2024-08-17,40.25,47.15,Market Adjustment
PH000029607,P02607,2024-08-14,20.76,39.02,Promotion End
PH000029608,P02608,2024-08-18,43.85,52.49,Promotion End
PH000029609,P02609,2024-08-19,17.17,25.03,Annual Review
PH000029610,P02610,2024-08-16,56.82,91.27,Cost Increase
PH000029611,P02611,2024-08-26,57.15,80.46,Promotion End
PH000029612,P02612,2024-08-09,76.21,105.84,Cost Increase
PH000029613,P02613,2024-08-15,60.76,88.97,Annual Review
PH000029614,P02614,2024-08-20,31.41,42.29,Market Adjustment
PH000029615,P02615,2024-08-21,38.51,59.07,Annual Review
PH000029616,P02616,2024-08-15,54.34,80.72,Annual Review
PH000029617,P02617,2024-08-08,20.98,26.01,Promotion End
PH000029618,P02618,2024-08-12,19.11,34.07,Annual Review
PH000029619,P02619,2024-08-10,16.35,22.61,Market Adjustment
PH000029620,P02620,2024-08-28,17.87,21.36,Market Adjustment
PH000029621,P02621,2024-08-26,53.93,70.78,Cost Increase
PH000029622,P02622,2024-08-12,51.86,97.79,Annual Review
PH000029623,P02623,2024-08-23,62.57,75.67,Promotion End
PH000029624,P02624,2024-08-22,292.26,542.61,Market Adjustment
PH000029625,P02625,2024-08-25,38.56,47.56,Cost Increase
PH000029626,P02626,2024-08-08,27.54,40.68,Market Adjustment
PH000029627,P02627,2024-08-20,99.64,143.97,Promotion End
PH000029628,P02628,2024-08-27,52.6,80.79,Market Adjustment
PH000029629,P02629,2024-08-19,42.35,50.94,Market Adjustment
PH000029630,P02630,2024-08-14,10.57,18.43,Market Adjustment
PH000029631,P02631,2024-08-28,43.9,59.06,Annual Review
PH000029632,P02632,2024-08-13,43.62,56.99,Market Adjustment
PH000029633,P02633,2024-08-20,15.27,22.21,Cost Increase
PH000029634,P02634,2024-08-15,10.36,14.29,Cost Increase
PH000029635,P02635,2024-08-09,49.63,59.18,Annual Review
PH000029636,P02636,2024-08-09,55.43,98.26,Market Adjustment
PH000029637,P02637,2024-08-13,19.94,29.0,Cost Increase
PH000029638,P02638,2024-08-11,19.23,35.28,Market Adjustment
PH000029639,P02639,2024-08-17,32.87,51.09,Market Adjustment
PH000029640,P02640,2024-08-21,22.63,35.05,Promotion End
PH000029641,P02641,2024-08-16,10.28,13.54,Promotion End
PH000029642,P02642,2024-08-20,14.78,21.9,Annual Review
PH000029643,P02643,2024-08-18,37.02,57.69,Promotion End
PH000029644,P02644,2024-08-21,15.59,19.41,Annual Review
PH000029645,P02645,2024-08-12,57.41,75.03,Market Adjustment
PH000029646,P02646,2024-08-23,41.4,79.95,Promotion End
PH000029647,P02647,2024-08-23,38.94,65.94,Promotion End
PH000029648,P02648,2024-08-28,32.79,55.91,Annual Review
PH000029649,P02649,2024-08-10,17.54,32.54,Promotion End
PH000029650,P02650,2024-08-17,47.35,59.73,Cost Increase
PH000029651,P02651,2024-08-20,17.33,22.92,Promotion End
PH000029652,P02652,2024-08-13,60.69,107.81,Market Adjustment
PH000029653,P02653,2024-08-18,87.02,132.21,Market Adjustment
PH000029654,P02654,2024-08-09,32.39,43.0,Annual Review
PH000029655,P02655,2024-08-15,76.58,99.25,Annual Review
PH000029656,P02656,2024-08-12,14.98,27.8,Cost Increase
PH000029657,P02657,2024-08-16,41.6,64.65,Promotion End
PH000029658,P02658,2024-08-13,28.92,39.45,Market Adjustment
PH000029659,P02659,2024-08-27,51.19,59.04,Annual Review
PH000029660,P02660,2024-08-12,7.97,9.72,Cost Increase
PH000029661,P02661,2024-08-16,47.94,77.62,Annual Review
PH000029662,P02662,2024-08-18,19.41,24.55,Cost Increase
PH000029663,P02663,2024-08-28,31.25,52.38,Market Adjustment
PH000029664,P02664,2024-08-23,122.25,158.0,Cost Increase
PH000029665,P02665,2024-08-12,44.06,53.87,Promotion End
PH000029666,P02666,2024-08-21,38.85,73.36,Promotion End
PH000029667,P02667,2024-08-09,37.15,59.24,Market Adjustment
PH000029668,P02668,2024-08-19,65.47,87.13,Market Adjustment
PH000029669,P02669,2024-08-12,53.5,71.04,Market Adjustment
PH000029670,P02670,2024-08-21,38.11,48.61,Cost Increase
PH000029671,P02671,2024-08-15,33.69,61.74,Promotion End
PH000029672,P02672,2024-08-25,32.66,47.16,Promotion End
PH000029673,P02673,2024-08-08,28.95,42.83,Annual Review
PH000029674,P02674,2024-08-23,13.24,16.18,Promotion End
PH000029675,P02675,2024-08-23,43.86,70.67,Cost Increase
PH000029676,P02676,2024-08-16,19.99,28.28,Market Adjustment
PH000029677,P02677,2024-08-28,59.66,87.16,Annual Review
PH000029678,P02678,2024-08-22,30.37,41.61,Market Adjustment
PH000029679,P02679,2024-08-26,7.7,11.65,Market Adjustment
PH000029680,P02680,2024-08-14,22.02,27.25,Cost Increase
PH000029681,P02681,2024-08-27,20.93,29.56,Promotion End
PH000029682,P02682,2024-08-08,114.61,199.36,Market Adjustment
PH000029683,P02683,2024-08-21,37.33,57.92,Annual Review
PH000029684,P02684,2024-08-13,20.84,24.46,Promotion End
PH000029685,P02685,2024-08-10,29.78,42.08,Annual Review
PH000029686,P02686,2024-08-13,52.25,70.07,Market Adjustment
PH000029687,P02687,2024-08-16,29.55,47.9,Cost Increase
PH000029688,P02688,2024-08-25,32.55,52.88,Annual Review
PH000029689,P02689,2024-08-14,29.49,37.66,Market Adjustment
PH000029690,P02690,2024-08-23,25.22,38.41,Cost Increase
PH000029691,P02691,2024-08-25,69.83,114.9,Annual Review
PH000029692,P02692,2024-08-23,18.76,30.89,Promotion End
PH000029693,P02693,2024-08-12,87.31,165.9,Annual Review
PH000029694,P02694,2024-08-08,12.84,19.47,Promotion End
PH000029695,P02695,2024-08-09,16.12,25.96,Cost Increase
PH000029696,P02696,2024-08-24,93.51,114.75,Market Adjustment
PH000029697,P02697,2024-08-13,9.81,15.28,Promotion End
PH000029698,P02698,2024-08-18,37.34,50.65,Promotion End
PH000029699,P02699,2024-08-11,40.56,56.33,Promotion End
PH000029700,P02700,2024-08-21,8.69,10.05,Market Adjustment
PH000029701,P02701,2024-08-24,23.82,32.19,Market Adjustment
PH000029702,P02702,2024-08-28,11.93,17.63,Promotion End
PH000029703,P02703,2024-08-10,35.38,45.44,Annual Review
PH000029704,P02704,2024-08-28,9.83,12.49,Cost Increase
PH000029705,P02705,2024-08-26,14.4,17.41,Annual Review
PH000029706,P02706,2024-08-22,53.15,69.6,Market Adjustment
PH000029707,P02707,2024-08-13,21.19,38.01,Cost Increase
PH000029708,P02708,2024-08-23,77.22,119.63,Cost Increase
PH000029709,P02709,2024-08-25,46.4,78.84,Market Adjustment
PH000029710,P02710,2024-08-13,25.0,46.51,Cost Increase
PH000029711,P02711,2024-08-18,59.01,98.34,Cost Increase
PH000029712,P02712,2024-08-11,27.21,31.07,Cost Increase
PH000029713,P02713,2024-08-22,49.38,64.46,Promotion End
PH000029714,P02714,2024-08-16,18.81,24.09,Promotion End
PH000029715,P02715,2024-08-23,59.69,116.63,Annual Review
PH000029716,P02716,2024-08-12,10.77,13.05,Cost Increase
PH000029717,P02717,2024-08-11,14.29,18.36,Promotion End
PH000029718,P02718,2024-08-23,15.42,18.92,Market Adjustment
PH000029719,P02719,2024-08-26,20.08,23.53,Cost Increase
PH000029720,P02720,2024-08-13,37.64,53.93,Market Adjustment
PH000029721,P02721,2024-08-25,29.63,50.92,Promotion End
PH000029722,P02722,2024-08-19,49.54,82.58,Annual Review
PH000029723,P02723,2024-08-15,66.63,95.64,Promotion End
PH000029724,P02724,2024-08-11,9.69,17.52,Market Adjustment
PH000029725,P02725,2024-08-28,74.59,94.9,Cost Increase
PH000029726,P02726,2024-08-21,25.7,46.58,Annual Review
PH000029727,P02727,2024-08-21,105.58,169.95,Market Adjustment
PH000029728,P02728,2024-08-09,18.6,26.1,Annual Review
PH000029729,P02729,2024-08-20,8.29,11.97,Market Adjustment
PH000029730,P02730,2024-08-08,47.76,64.01,Annual Review
PH000029731,P02731,2024-08-13,45.2,56.34,Cost Increase
PH000029732,P02732,2024-08-12,14.52,19.07,Cost Increase
PH000029733,P02733,2024-08-11,14.95,20.32,Annual Review
PH000029734,P02734,2024-08-25,52.07,87.42,Annual Review
PH000029735,P02735,2024-08-17,40.01,59.48,Cost Increase
PH000029736,P02736,2024-08-10,24.61,34.77,Cost Increase
PH000029737,P02737,2024-08-10,42.59,60.49,Annual Review
PH000029738,P02738,2024-08-23,36.95,46.04,Cost Increase
PH000029739,P02739,2024-08-13,16.46,25.07,Market Adjustment
PH000029740,P02740,2024-08-14,55.07,69.2,Promotion End
PH000029741,P02741,2024-08-10,49.24,66.29,Annual Review
PH000029742,P02742,2024-08-10,30.26,48.46,Market Adjustment
PH000029743,P02743,2024-08-11,52.61,61.64,Promotion End
PH000029744,P02744,2024-08-16,115.91,161.92,Promotion End
PH000029745,P02745,2024-08-18,15.03,20.54,Promotion End
PH000029746,P02746,2024-08-14,25.42,46.24,Cost Increase
PH000029747,P02747,2024-08-09,26.52,34.82,Annual Review
PH000029748,P02748,2024-08-17,52.9,68.14,Promotion End
PH000029749,P02749,2024-08-22,19.4,28.4,Promotion End
PH000029750,P02750,2024-08-20,49.84,64.09,Market Adjustment
PH000029751,P02751,2024-08-26,21.9,32.28,Promotion End
PH000029752,P02752,2024-08-08,13.81,17.8,Promotion End
PH000029753,P02753,2024-08-14,31.62,40.99,Market Adjustment
PH000029754,P02754,2024-08-22,20.63,29.16,Cost Increase
PH000029755,P02755,2024-08-24,34.01,40.02,Annual Review
PH000029756,P02756,2024-08-22,40.92,62.31,Annual Review
PH000029757,P02757,2024-08-12,10.51,13.21,Annual Review
PH000029758,P02758,2024-08-14,23.11,41.64,Promotion End
PH000029759,P02759,2024-08-17,31.79,50.48,Annual Review
PH000029760,P02760,2024-08-28,53.37,80.99,Promotion End
PH000029761,P02761,2024-08-12,49.39,56.43,Annual Review
PH000029762,P02762,2024-08-10,16.81,27.61,Cost Increase
PH000029763,P02763,2024-08-19,27.33,36.58,Cost Increase
PH000029764,P02764,2024-08-22,40.5,61.87,Market Adjustment
PH000029765,P02765,2024-08-11,25.95,39.56,Promotion End
PH000029766,P02766,2024-08-09,18.04,29.68,Cost Increase
PH000029767,P02767,2024-08-24,29.37,49.33,Annual Review
PH000029768,P02768,2024-08-13,37.9,46.95,Annual Review
PH000029769,P02769,2024-08-15,15.97,19.28,Promotion End
PH000029770,P02770,2024-08-26,43.76,58.95,Market Adjustment
PH000029771,P02771,2024-08-13,32.75,59.87,Annual Review
PH000029772,P02772,2024-08-14,45.42,63.7,Market Adjustment
PH000029773,P02773,2024-08-11,29.39,45.19,Annual Review
PH000029774,P02774,2024-08-16,98.9,124.73,Market Adjustment
PH000029775,P02775,2024-08-08,37.83,54.08,Annual Review
PH000029776,P02776,2024-08-15,49.96,76.76,Market Adjustment
PH000029777,P02777,2024-08-17,43.61,58.3,Cost Increase
PH000029778,P02778,2024-08-18,27.15,35.87,Promotion End
PH000029779,P02779,2024-08-13,35.04,63.35,Cost Increase
PH000029780,P02780,2024-08-20,20.35,35.27,Annual Review
PH000029781,P02781,2024-08-26,94.45,133.88,Market Adjustment
PH000029782,P02782,2024-08-09,42.17,56.98,Promotion End
PH000029783,P02783,2024-08-24,17.73,29.33,Cost Increase
PH000029784,P02784,2024-08-27,78.12,110.9,Annual Review
PH000029785,P02785,2024-08-14,27.68,39.83,Market Adjustment
PH000029786,P02786,2024-08-08,55.2,85.36,Cost Increase
PH000029787,P02787,2024-08-14,9.93,16.45,Market Adjustment
PH000029788,P02788,2024-08-14,65.57,121.24,Promotion End
PH000029789,P02789,2024-08-15,40.03,49.8,Cost Increase
PH000029790,P02790,2024-08-24,17.0,20.16,Market Adjustment
PH000029791,P02791,2024-08-09,38.97,69.47,Annual Review
PH000029792,P02792,2024-08-24,85.48,104.83,Annual Review
PH000029793,P02793,2024-08-21,20.22,35.13,Annual Review
PH000029794,P02794,2024-08-27,20.18,33.41,Market Adjustment
PH000029795,P02795,2024-08-08,26.86,30.91,Annual Review
PH000029796,P02796,2024-08-08,30.86,49.37,Cost Increase
PH000029797,P02797,2024-08-24,57.2,82.6,Cost Increase
PH000029798,P02798,2024-08-21,40.87,71.56,Promotion End
PH000029799,P02799,2024-08-22,25.84,44.75,Promotion End
PH000029800,P02800,2024-08-28,36.35,45.28,Promotion End
PH000029801,P02801,2024-08-28,96.6,152.21,Annual Review
PH000029802,P02802,2024-08-11,46.1,88.15,Market Adjustment
PH000029803,P02803,2024-08-27,29.05,47.46,Cost Increase
PH000029804,P02804,2024-08-25,26.01,47.69,Promotion End
PH000029805,P02805,2024-08-28,35.89,65.45,Promotion End
PH000029806,P02806,2024-08-19,56.54,80.26,Promotion End
PH000029807,P02807,2024-08-17,18.69,23.12,Market Adjustment
PH000029808,P02808,2024-08-20,52.1,59.04,Annual Review
PH000029809,P02809,2024-08-25,27.45,40.42,Annual Review
PH000029810,P02810,2024-08-16,31.53,50.61,Market Adjustment
PH000029811,P02811,2024-08-11,177.31,212.11,Cost Increase
PH000029812,P02812,2024-08-25,47.4,90.42,Annual Review
PH000029813,P02813,2024-08-08,20.98,29.06,Cost Increase
